name,description,start_year,start_month,start_day,end_year,end_month,end_day,source_incident_detection_disclosure,source_incident_detection_disclosure_hashed,incident_type,incident_type_hashed,receiver_name,receiver_category,receiver_category_subcode,receiver_category_subcode_hashed,initiator_name,initiator_category,number_of_attributions,attribution_ID,attribution_type,attribution_type_grouped,attribution_type_grouped_hashed,attribution_basis,attribution_basis_grouped,attribution_basis_grouped_hashed,attributing_actor,attributing_country_grouped,attributed_initiator,attributed_initiator_grouped,attributed_initiator_encoded,attributed_initiator_country_grouped,attributed_initiator_category,attributed_initiator_category_grouped,attributed_initiator_category_grouped_hashed,sources_attribution,cyber_conflict_issue,cyber_conflict_issue_grouped,offline_conflict_issue,offline_conflict_issue_grouped,offline_conflict_issue_hashed,offline_conflict_issue_subcode_grouped,offline_conflict_intensity,offline_conflict_intensity_encoded,offline_conflict_intensity_subcode,offline_conflict_intensity_subcode_encoded,number_of_political_responses,political_response_year,political_response_month,political_response_day,political_response_type,political_response_type_subcode,political_response_type_subcode_grouped,political_response_type_subcode_encoded,political_response_continent,political_response_actor,zero_days,zero_days_encoded,MITRE_initial_access,MITRE_initial_access_grouped,MITRE_initial_access_encoded,MITRE_impact,MITRE_impact_grouped,MITRE_impact_encoded,user_interaction,user_interaction_encoded,has_disruption,data_theft,data_theft_encoded,disruption,disruption_encoded,hijacking,hijacking_encoded,physical_effects_spatial,physical_effects_spatial_encoded,physical_effects_temporal,physical_effects_temporal_encoded,unweighted_cyber_intensity,target_multiplier,target_multiplier_encoded,weighted_cyber_intensity,impact_indicator,impact_indicator_encoded,impact_indicator_value,functional_impact,functional_impact_encoded,intelligence_impact,intelligence_impact_grouped,intelligence_impact_encoded,political_impact_affected_entities,political_impact_affected_entities_exact_value,political_impact_third_countries,political_impact_third_countries_exact_value,economic_impact,economic_impact_exact_value,economic_impact_currency,economic_impact_currency_encoded,state_responsibility_indicator,state_responsibility_indicator_encoder,IL_breach_indicator,IL_breach_indicator_grouped,IL_breach_indicator_grouped_hashed,IL_breach_indicator_subcode,IL_breach_indicator_subcode_grouped,IL_breach_indicator_subcode_encoded,evidence_for_sanctions_indicator,evidence_for_sanctions_indicator_encoded,number_of_legal_responses,legal_response_year,legal_response_month,legal_response_day,legal_response_type,legal_response_type_subcode,legal_response_actor,legal_attribution_reference,legal_attribution_reference_subcode,legal_response_indicator,legal_response_indicator_encoded,sources_url,receiver__Africa,receiver__Asia,receiver__Australia,receiver__Europe,receiver__North America,receiver__South America,initiator_Africa,initiator_Asia,initiator_Europe,initiator_North America,initiator_South America,attributed_initiator_Africa,attributed_initiator_Asia,attributed_initiator_Europe,attributed_initiator_North America,attributed_initiator_South America,offline_conflict_issue_subcode_Africa,offline_conflict_issue_subcode_Asia,offline_conflict_issue_subcode_Europe,offline_conflict_issue_subcode_North America,offline_conflict_issue_subcode_South America,legal_response_continent
Unknown threat actor compromised US Medical Health Care Provider DocGo and stole health data,"An unknown threat actor gained access to the systems of US-based Medical Health Care Provider DocGo and stole health data, the company disclosed to the US authorities on 7 May 2024. The breach affected a ""limited number of healthcare records"" within the company's US-based ambulance transportation branch. 
DocGo is actively contacting individuals whose data was compromised in the attack. DocGo pointed out that no other business units have been affected and that they have found no evidence of continued unauthorised access.",2024,1,1,2024.0,5.0,7.0,victim,[9],Data theft; Hijacking with Misuse,"[824, 361]",DocGo Inc.,Critical infrastructure,Health,[992],Not available,Not available,1,19946,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Data Exfiltration,Data-related Actions,2,Not available,0,False,Sensitive Info,3,Not available,1,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,4,Moderate - high political importance,0,4.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,malwarebytes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"American energy company, Sawnee EMC, had its website compromised by unknown actors in May 2024","Sawnee Electric Membership Corporation (EMC), based in Georgia, USA, was the victim of an incident in which its website was compromised in May 2024.
Unknown hackers took over the company's website, prompting the company to launch a new website and alert customers that they should ""not to use the sawnee[.]com website for any purposes. Specifically, do not attempt to log into the old website, and do not click on any link there."" ",2024,1,1,,,,victim,[9],Hijacking without Misuse,[367],Sawnee Electric Membership Corporation,Critical infrastructure,Energy,[942],Not available,Not available,1,19949,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Account Access Removal,Account and Access Actions,0,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,atlantanewsfirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Lapsus$ Hacker Group Compromised Subsidiary Engie Home Services of French Energy Provider Engie on 5 May 2024,"The hacker group 'Lapsus$' broke into the subsidiary Engie Home Service of French energy company Engie on 5 May 2024. Subsequently, the hacker group leaked a sample of 100 customers' personal data, including first names and postal addresses. 
Engie Home Services became aware of the compromise of the company's Internet portal on 6 May 2024 and stopped the intrusion.",2024,5,5,2024.0,5.0,6.0,attacker,[304],Data theft; Hijacking with Misuse,"[824, 361]",Engie - Engie Home Services,Critical infrastructure,Energy,[942],Lapsus$,Non-state-group,1,19954,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Media Reports,[235],Attacker confirms,Media Reports; Self-Attribution,"[235, 615]",Lapsus$,,Lapsus$,,6,,Non-state-group,Non-State Actors,[61],twitter,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Data Exfiltration,Data-related Actions,2,Not available,0,False,Non-Sensitive Info,1,Not available,1,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,3,Moderate - high political importance,0,3.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,commentcamarche,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Ukraine's Main Intelligence Directorate (HUR) allegedly blocked internet access in Tatarstan with DDoS attack on 3 May 2024,"Ukraine's Main Intelligence Directorate (HUR) allegedly blocked the Internet access in parts of Tatarstan in Russia with a DDoS attack on 3 May 2024, anonymous intelligence sources told Ukrainian news outlets. The operation targeted Internet providers and mobile operators in the region and reportedly shut down Internet access also in Tatarstan`s capital, Kazan, which is also Russia's fifth-largest city.
The operation affected telecom providers MTS, TATTelecom, and the regional operator Ufanet, but mainly focused on the Alabuga economic zone, in which over 30 facilities are located, including several critical defence industry enterprises.
",2024,5,3,2024.0,5.0,3.0,attacker,[304],Disruption,[310],None - None - None,Critical infrastructure,Telecommunications,[567],Unknown initiator,State,1,19955,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Media Reports,[235],Attacker confirms,Media Reports; Self-Attribution,"[235, 615]",Ukraine´s Defense Intelligence (HUR),Europe,Not available,Miscellaneous,2,Europe,State,State Actors,[975],english.nv,International power; Resources; System / ideology; Territory,"Resources and Territory, Power and Authority, Ideology and System",System/ideology; Territory; Resources; International power,Resources; Politics,"[91, 82]","Asia, Europe",Yes / HIIK intensity,2,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Network Denial of Service,Network Attacks,3,Not available,0,True,Not Available,2,Short-term disruption (< 24h; incident scores 1 point in intensity),2,Not available,2,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,english.nv,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,
Unknown Hacker Gained Access To The Network Of The Italian Red Cross On 18 January 2024,"An unidentified hacker breached the network of the Italian Red Cross on 18 January 2024.  The hacker claimed at the end of April on a hacker forum to have obtained Red Cross data, such as the source code, databases, and backups. Additionally, the hacker stated to have installed a backdoor in the network of the Italian Red Cross and advertised access. ",2024,1,18,,,,victim,[9],Data theft; Hijacking with Misuse,"[824, 361]",Italian Red Cross,Critical infrastructure,Health,[992],Not available,Not available,1,19956,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],twitter,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Valid Accounts,Unauthorized Access,4,Data Exfiltration,Data-related Actions,2,Not available,0,False,Non-Sensitive Info,1,Not available,1,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,3,Moderate - high political importance,0,3.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,hwupgrade,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware beginning in October 2023","An unnamed hacker group compromised small office/home office (SOHO) routers of various targets, primarily in Turkey, using the Cuttlefish malware from October 2023 to April 2024, US-based IT security firm Lumen Technologies reported on 1 May 2024.
The malware is designed to steal authentication material in web requests and to collect and exfiltrate data traffic in private networks. The incident shares overlaps with the HiatusRat malware, although security researchers assume that the actors behind it are more likely to compete with each other.
93% of the targets identified for this incident are linked to two telecom providers in Turkey, likely customers of global satellite phone providers, and a Turkey-based airline. A US-based data centre may also have been hit, although it is unclear whether the data centre's network devices or its customers were affected.",2023,10,1,,,,IT-security company,[322],Hijacking without Misuse,[367],Not available - Not available - Not available,Critical infrastructure;  End user(s) / specially protected groups,Telecommunications; Transportation,"[567, 738]",Not available,Not available,1,19961,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Unknown,Unknown,[106],"Asia, Europe",Unknown,1,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Not available,Other/Unavailable,4,Not available,0,False,Not Available,2,Not available,1,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",0,none,3,none,3,1,Moderate - high political importance,0,1.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,therecord.media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
Unknown hackers use external IT provider to steal email data from Mainz University Medical Centre in April 2024,"In April 2024, unknown hackers infiltrated the systems of an external IT provider of the Mainz University Medical Centre (Universitätsmedizin Mainz), in Germany. As a result of the infiltration, the hackers were able to gain access to data of 280,000 people affiliated with the Medical Centre that was outsourced to the provider. This stolen data included email addresses, email subject lines, and timestamps, but the contents of the emails were not accessed. In any case, the hackers published the data on the dark web shortly afterwards. ",2023,1,1,,,,victim,[9],Data theft & Doxing; Hijacking with Misuse,"[335, 361]",Not available - Mainz University Medical Centre,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition);  Critical infrastructure,Health,[992],Not available,Not available,1,19958,Not available,Other/Unavailable,[449],Not available,Other/Unavailable,[449],Not available,,Not available,Miscellaneous,2,,Not available,Miscellaneous,[39],dragos,Unknown,Other/Unknown,Not available,Unknown,[106],"Asia, Europe",Not available,0,HIIK 5,4,0,2023,1,26,Not available,Awareness raising,Awareness Raising,0,,Not available,No,0.0,Not available,Unknown,5,Data Exfiltration,Data-related Actions,2,Not available,0,False,Non-Sensitive Info,1,Not available,1,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",1,none,3,none,3,3,Moderate - high political importance,0,3.0,Not available,3,0.0,No system interference/disruption,3.0,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,No data impact,3,1-10,0.0,1-10,0.0,Not available,0.0,euro,1.0,Not available,3,Human rights; Sovereignty,Conflict and Security Law; Humanitarian Law,"[564, 248]",Civic / political rights,Human Rights,2,Not available,2.0,0,2023,12,1,Not available,; ; ,Not available,Not available,Civic / political rights,Unfriendly acts/retorsions justified (missing state-attribution & breach ofinternational law OR state-attribution & missing breach of international law),3,heise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
